Graph2
Time (Seconds),Data (Meters),Data0 (Meters)
863.649963,-1.860616,-0.856996
863.699951,-1.861498,-0.852063
863.749939,-1.862503,-0.847174
863.799988,-1.863635,-0.842300
863.849976,-1.864889,-0.837490
863.899963,-1.866277,-0.832669
863.950012,-1.867758,-0.827906
864.000000,-1.869371,-0.823160
864.049988,-1.871067,-0.818479
864.099976,-1.872880,-0.813802
864.149963,-1.874777,-0.809179
864.200012,-1.876760,-0.804598
864.250000,-1.878819,-0.800051
864.299988,-1.880977,-0.795513
864.350037,-1.883182,-0.791046
864.400024,-1.885465,-0.786582
864.450012,-1.887799,-0.782180
864.500000,-1.890209,-0.777786
864.549927,-1.892662,-0.773435
864.599976,-1.895175,-0.769108
864.649963,-1.897723,-0.764809
864.699951,-1.900316,-0.760529
864.750000,-1.902935,-0.756280
864.799988,-1.905588,-0.752033
864.849976,-1.908265,-0.747816
864.899963,-1.910970,-0.743607
864.949951,-1.913686,-0.739410
865.000000,-1.916417,-0.735222
865.049988,-1.919152,-0.731039
865.099976,-1.921896,-0.726858
865.150024,-1.924637,-0.722677
865.200012,-1.927373,-0.718491
865.250000,-1.930101,-0.714301
865.299988,-1.932817,-0.710101
865.349976,-1.935511,-0.705891
865.400024,-1.938183,-0.701660
865.450012,-1.940830,-0.697423
865.500000,-1.943444,-0.693156
865.550049,-1.946022,-0.688874
865.599976,-1.948555,-0.684552
865.649963,-1.951041,-0.680225
865.699951,-1.953492,-0.675849
865.749939,-1.955874,-0.671461
865.799988,-1.958197,-0.667020
865.849976,-1.960447,-0.662568
865.899963,-1.962644,-0.658083
865.950012,-1.964770,-0.653539
866.000000,-1.966791,-0.648991
866.049988,-1.968754,-0.644365
866.099976,-1.970615,-0.639740
866.149963,-1.972393,-0.635058
866.200012,-1.974068,-0.630359
866.250000,-1.975641,-0.625609
866.299988,-1.977097,-0.620822
866.350037,-1.978444,-0.616015
866.400024,-1.979643,-0.611144
866.450012,-1.980721,-0.606284
866.500000,-1.981687,-0.601368
866.549927,-1.982513,-0.596414
866.599976,-1.983197,-0.591475
866.649963,-1.983737,-0.586482
866.699951,-1.984125,-0.581503
866.750000,-1.984363,-0.576507
866.799988,-1.984439,-0.571504
866.849976,-1.984353,-0.566499
866.899963,-1.984097,-0.561496
866.949951,-1.983669,-0.556502
867.000000,-1.983070,-0.551550
867.049988,-1.982293,-0.546601
867.099976,-1.982007,-0.541504
867.150024,-1.980873,-0.536649
867.200012,-1.979552,-0.531837
867.250000,-1.978031,-0.527054
867.299988,-1.976357,-0.522375
867.349976,-1.974524,-0.517731
867.400024,-1.972470,-0.513172
867.450012,-1.970260,-0.508675
867.500000,-1.967802,-0.504259
867.550049,-1.965219,-0.500040
867.599976,-1.962425,-0.495872
867.649963,-1.959470,-0.491857
867.699951,-1.956310,-0.488024
867.749939,-1.952987,-0.484255
867.799988,-1.949547,-0.480665
867.849976,-1.945843,-0.477189
867.899963,-1.942105,-0.473950
867.950012,-1.938148,-0.470832
868.000000,-1.934126,-0.467928
868.049988,-1.929900,-0.465197
868.099976,-1.925575,-0.462691
868.149963,-1.921107,-0.460389
868.200012,-1.916577,-0.458299
868.250000,-1.911921,-0.456445
868.299988,-1.907196,-0.454818
868.350037,-1.902384,-0.453411
868.400024,-1.897552,-0.452256
868.450012,-1.892617,-0.451315
868.500000,-1.887667,-0.450636
868.549927,-1.882695,-0.450193
868.599976,-1.877722,-0.449993
868.649963,-1.872703,-0.450039
868.699951,-1.867724,-0.450336
868.750000,-1.862756,-0.450879
868.799988,-1.857827,-0.451663
868.849976,-1.852917,-0.452725
868.899963,-1.848053,-0.454030
868.949951,-1.843314,-0.455529
869.000000,-1.838637,-0.457308
869.049988,-1.834058,-0.459302
869.099976,-1.829547,-0.461532
869.150024,-1.825242,-0.463917
869.200012,-1.820968,-0.466576
869.250000,-1.816870,-0.469428
869.299988,-1.812928,-0.472489
869.349976,-1.809147,-0.475712
869.400024,-1.805457,-0.479184
869.450012,-1.802042,-0.482796
869.500000,-1.798742,-0.486542
869.550049,-1.795634,-0.490458
869.599976,-1.792763,-0.494509
869.649963,-1.790027,-0.498700
869.699951,-1.787510,-0.503043
869.749939,-1.785198,-0.507473
869.799988,-1.783101,-0.512021
869.849976,-1.781212,-0.516652
869.899963,-1.779522,-0.521362
869.950012,-1.778044,-0.526101
870.000000,-1.776805,-0.530994
870.049988,-1.775796,-0.535836
870.099976,-1.774988,-0.540804
870.149963,-1.774402,-0.545746
870.200012,-1.774026,-0.550768
870.250000,-1.773862,-0.555744
870.299988,-1.773906,-0.560764
870.350037,-1.774161,-0.565771
870.400024,-1.774619,-0.570731
870.450012,-1.775285,-0.575736
870.500000,-1.776122,-0.580609
870.549927,-1.777179,-0.585540
870.599976,-1.778403,-0.590383
870.649963,-1.779826,-0.595161
870.699951,-1.781412,-0.599876
870.750000,-1.783195,-0.604565
870.799988,-1.785117,-0.609154
870.849976,-1.787211,-0.613730
870.899963,-1.789436,-0.618177
870.949951,-1.791820,-0.622585
871.000000,-1.794312,-0.626894
871.049988,-1.797006,-0.631146
871.099976,-1.799778,-0.635267
871.150024,-1.802707,-0.639341
871.200012,-1.805668,-0.643333
871.250000,-1.808814,-0.647253
871.299988,-1.812042,-0.651038
871.349976,-1.815404,-0.654754
871.400024,-1.818836,-0.658384
871.450012,-1.822371,-0.661928
871.500000,-1.825979,-0.665386
871.550049,-1.829562,-0.668846
871.599976,-1.833407,-0.672119
871.649963,-1.837213,-0.675302
871.699951,-1.841134,-0.678456
871.749939,-1.845058,-0.681502
871.799988,-1.849086,-0.684492
871.849976,-1.853129,-0.687409
871.899963,-1.857244,-0.690269
871.950012,-1.861400,-0.693052
872.000000,-1.865583,-0.695780
872.049988,-1.869808,-0.698450
872.099976,-1.874073,-0.701064
872.149963,-1.878358,-0.703633
872.200012,-1.882678,-0.706162
872.250000,-1.887004,-0.708648
872.299988,-1.891369,-0.711102
872.350037,-1.895740,-0.713519
872.400024,-1.900133,-0.715916
872.450012,-1.904532,-0.718282
872.500000,-1.908944,-0.720637
872.549927,-1.913363,-0.722974
872.599976,-1.917788,-0.725304
872.649963,-1.922215,-0.727629
872.699951,-1.926642,-0.729955
872.750000,-1.931066,-0.732284
872.799988,-1.935485,-0.734624
872.849976,-1.939898,-0.736978
872.899963,-1.944298,-0.739347
872.949951,-1.948690,-0.741750
873.000000,-1.953059,-0.744171
873.049988,-1.957413,-0.746631
873.099976,-1.961747,-0.749122
873.150024,-1.966060,-0.751644
873.200012,-1.970351,-0.754227
873.250000,-1.974602,-0.756850
873.299988,-1.978832,-0.759530
873.349976,-1.983009,-0.762253
873.400024,-1.987167,-0.765055
873.450012,-1.991267,-0.767914
873.500000,-1.995379,-0.770888
873.550049,-1.999309,-0.773830
873.599976,-2.003296,-0.776922
873.649963,-2.007155,-0.780040
873.699951,-2.011000,-0.783288
873.749939,-2.014743,-0.786572
873.799988,-2.018436,-0.789961
873.849976,-2.022042,-0.793419
873.899963,-2.025565,-0.796968
873.950012,-2.028981,-0.800631
874.000000,-2.032300,-0.804347
874.049988,-2.035541,-0.808194
874.099976,-2.038647,-0.812066
874.149963,-2.041665,-0.816063
874.200012,-2.044562,-0.820140
874.250000,-2.047339,-0.824291
874.299988,-2.049990,-0.828520
874.350037,-2.052488,-0.832858
874.400024,-2.054860,-0.837283
874.450012,-2.057071,-0.841736
874.500000,-2.059125,-0.846316
874.549927,-2.061032,-0.850911
874.599976,-2.062783,-0.855619
874.649963,-2.064350,-0.860357
874.699951,-2.065739,-0.865201
874.750000,-2.066936,-0.870018
874.799988,-2.067969,-0.874938
874.849976,-2.068793,-0.879852
874.899963,-2.069427,-0.884856
874.949951,-2.069854,-0.889783
875.000000,-2.070092,-0.894855
875.049988,-2.070114,-0.899811
875.099976,-2.069923,-0.904828
875.150024,-2.069519,-0.909813
875.200012,-2.068897,-0.914753
875.250000,-2.068060,-0.919724
875.299988,-2.067019,-0.924559
875.349976,-2.065744,-0.929427
875.400024,-2.064256,-0.934168
875.450012,-2.062562,-0.938893
875.500000,-2.060641,-0.943535
875.550049,-2.058524,-0.948031
875.599976,-2.056211,-0.952415
875.649963,-2.053690,-0.956779
875.699951,-2.050915,-0.960964
875.749939,-2.048005,-0.965016
875.799988,-2.044859,-0.968947
875.849976,-2.041532,-0.972680
875.899963,-2.038018,-0.976305
875.950012,-2.034397,-0.979671
876.000000,-2.030556,-0.982922
876.049988,-2.026592,-0.985911
876.099976,-2.022419,-0.988745
876.149963,-2.018237,-0.991340
876.200012,-2.013754,-0.993749
876.250000,-2.009319,-0.995905
876.299988,-2.004670,-0.997862
876.350037,-2.000018,-0.999564
876.400024,-1.995238,-1.001060
876.450012,-1.990427,-1.002321
876.500000,-1.985511,-1.003332
876.549927,-1.980582,-1.004104
876.599976,-1.975563,-1.004618
876.649963,-1.970615,-1.004883
876.699951,-1.965578,-1.004899
876.750000,-1.960616,-1.004672
876.799988,-1.955596,-1.004191
876.849976,-1.950691,-1.003485
876.899963,-1.945759,-1.002521
876.949951,-1.940890,-1.001295
877.000000,-1.936105,-0.999826
877.049988,-1.931405,-0.998127
877.099976,-1.926809,-0.996327
877.150024,-1.922213,-0.994183
877.200012,-1.917815,-0.991847
877.250000,-1.913500,-0.989311
877.299988,-1.909298,-0.986596
877.349976,-1.905283,-0.983658
877.400024,-1.901361,-0.980534
877.450012,-1.897602,-0.977340
877.500000,-1.893935,-0.973807
877.550049,-1.890536,-0.970259
877.599976,-1.887203,-0.966410
877.649963,-1.884127,-0.962570
877.699951,-1.881128,-0.958471
877.749939,-1.878361,-0.954362
877.799988,-1.875782,-0.950049
877.849976,-1.873382,-0.945701
877.899963,-1.871137,-0.941206
877.950012,-1.869102,-0.936659
878.000000,-1.867253,-0.931966
878.049988,-1.865621,-0.927272
878.099976,-1.864125,-0.922491
878.149963,-1.862819,-0.917657
878.200012,-1.861710,-0.912792
878.250000,-1.860777,-0.907871
878.299988,-1.860028,-0.902929
878.350037,-1.859455,-0.897952
878.400024,-1.859048,-0.892982
878.450012,-1.858814,-0.887977
878.500000,-1.858744,-0.882978
878.549927,-1.858838,-0.877959
878.599976,-1.859089,-0.873002
878.649963,-1.859495,-0.867997
878.699951,-1.860047,-0.863068
878.750000,-1.860749,-0.858086
878.799988,-1.861593,-0.853170
878.849976,-1.862557,-0.848257
878.899963,-1.863661,-0.843388
878.949951,-1.864883,-0.838540
879.000000,-1.866232,-0.833707
879.049988,-1.867698,-0.828933
879.099976,-1.869293,-0.824195
879.150024,-1.870976,-0.819497
879.200012,-1.872764,-0.814811
879.250000,-1.874626,-0.810194
879.299988,-1.876599,-0.805563
879.349976,-1.878643,-0.801035
879.400024,-1.880768,-0.796482
879.450012,-1.882961,-0.792008
879.500000,-1.885224,-0.787552
879.550049,-1.887566,-0.783132
879.599976,-1.889962,-0.778732
879.649963,-1.892403,-0.774372
879.699951,-1.894899,-0.770043
879.749939,-1.897436,-0.765738
879.799988,-1.900021,-0.761454
879.849976,-1.902638,-0.757200
879.899963,-1.905286,-0.752957
879.950012,-1.907963,-0.748732
880.000000,-1.910660,-0.744524
880.049988,-1.913375,-0.740325
880.099976,-1.916105,-0.736136
880.149963,-1.918844,-0.731952
880.200012,-1.921586,-0.727771
880.250000,-1.924328,-0.723590
880.299988,-1.927067,-0.719409
880.350037,-1.929797,-0.715219
880.400024,-1.932514,-0.711022
880.450012,-1.935215,-0.706813
880.500000,-1.937890,-0.702590
880.549927,-1.940543,-0.698349
880.599976,-1.943162,-0.694093
880.649963,-1.945749,-0.689811
880.699951,-1.948298,-0.685512
880.750000,-1.950809,-0.681189
880.799988,-1.953265,-0.676830
880.849976,-1.955657,-0.672437
880.899963,-1.957998,-0.668013
880.949951,-1.960275,-0.663567
881.000000,-1.962480,-0.659075
881.049988,-1.964613,-0.654552
881.099976,-1.966671,-0.649995
881.150024,-1.968650,-0.645399
881.200012,-1.970545,-0.640793
881.250000,-1.972351,-0.636111
881.299988,-1.974045,-0.631436
881.349976,-1.975650,-0.626664
881.400024,-1.977133,-0.621906
881.450012,-1.978501,-0.617068
881.500000,-1.979748,-0.612222
881.550049,-1.980861,-0.607382
881.599976,-1.981864,-0.602451
881.649963,-1.982718,-0.597562
881.699951,-1.983452,-0.592583
881.749939,-1.984026,-0.587631
881.799988,-1.984447,-0.582646
881.849976,-1.984715,-0.577652
881.899963,-1.984827,-0.572640
881.950012,-1.984777,-0.567634
882.000000,-1.984563,-0.562632
882.049988,-1.984174,-0.557673
882.099976,-1.983609,-0.552695
882.149963,-1.982880,-0.547760
882.200012,-1.981963,-0.542830
882.250000,-1.980872,-0.537957
882.299988,-1.979586,-0.533126
882.350037,-1.978136,-0.528348
882.400024,-1.976516,-0.523620
882.450012,-1.974674,-0.518969
882.500000,-1.972638,-0.514377
882.549927,-1.970444,-0.509892
882.599976,-1.968040,-0.505501
882.649963,-1.965495,-0.501198
882.699951,-1.962745,-0.497028
882.750000,-1.959822,-0.492957
882.799988,-1.956673,-0.488980
882.849976,-1.953494,-0.485223
882.899963,-1.949995,-0.481567
882.949951,-1.946398,-0.478142
883.000000,-1.942630,-0.474838
883.049988,-1.938725,-0.471709
883.099976,-1.934700,-0.468781
883.150024,-1.930513,-0.466017
883.200012,-1.926222,-0.463489
883.250000,-1.921762,-0.461141
883.299988,-1.917250,-0.459020
883.349976,-1.912595,-0.457092
883.400024,-1.907942,-0.455385
883.450012,-1.903109,-0.453908
883.500000,-1.898290,-0.452684
883.550049,-1.893397,-0.451687
883.599976,-1.888462,-0.450932
883.649963,-1.883457,-0.450427
883.699951,-1.878492,-0.450174
883.749939,-1.873461,-0.450172
883.799988,-1.868489,-0.450417
883.849976,-1.863502,-0.450912
883.899963,-1.858563,-0.451655
883.950012,-1.853651,-0.452637
884.000000,-1.848835,-0.453872
884.049988,-1.844040,-0.455367
884.099976,-1.839331,-0.457034
884.149963,-1.834716,-0.459003
884.200012,-1.830218,-0.461157
884.250000,-1.825875,-0.463566
884.299988,-1.821584,-0.466264
884.350037,-1.817515,-0.469032
884.400024,-1.813457,-0.472059
884.450012,-1.809639,-0.475292
884.500000,-1.805964,-0.478715
884.549927,-1.802474,-0.482289
884.599976,-1.799129,-0.485964
884.649963,-1.795855,-0.489850
884.699951,-1.792541,-0.493540
884.750000,-1.789779,-0.497724
884.799988,-1.787223,-0.502020
884.849976,-1.784886,-0.506428
884.899963,-1.782732,-0.510943
884.949951,-1.780803,-0.515563
885.000000,-1.779094,-0.520240
885.049988,-1.777583,-0.525027
885.099976,-1.776297,-0.529809
885.150024,-1.775210,-0.534772
885.200012,-1.774369,-0.539611
885.250000,-1.773725,-0.544637
885.299988,-1.773303,-0.549602
885.349976,-1.773092,-0.554610
885.400024,-1.773094,-0.559595
885.450012,-1.773304,-0.564578
885.500000,-1.773722,-0.569562
885.550049,-1.774342,-0.574536
885.599976,-1.775150,-0.579461
885.649963,-1.776161,-0.584347
885.699951,-1.777350,-0.589215
885.749939,-1.778718,-0.594031
885.799988,-1.780270,-0.598800
885.849976,-1.781960,-0.603469
885.899963,-1.783866,-0.608129
885.950012,-1.785911,-0.612686
886.000000,-1.788125,-0.617191
886.049988,-1.790454,-0.621571
886.099976,-1.792966,-0.625927
886.149963,-1.795576,-0.630170
886.200012,-1.798324,-0.634358
886.250000,-1.801199,-0.638449
886.299988,-1.804206,-0.642455
886.350037,-1.807302,-0.646365
886.400024,-1.810528,-0.650211
886.450012,-1.813850,-0.653923
886.500000,-1.817279,-0.657589
886.549927,-1.820779,-0.661149
886.599976,-1.824387,-0.664626
886.649963,-1.828041,-0.668017
886.699951,-1.831804,-0.671335
886.750000,-1.835614,-0.674553
886.799988,-1.839518,-0.677742
886.849976,-1.843410,-0.680789
886.899963,-1.847434,-0.683811
886.949951,-1.851465,-0.686716
887.000000,-1.855587,-0.689583
887.049988,-1.859715,-0.692371
887.099976,-1.863912,-0.695116
887.150024,-1.868122,-0.697788
887.200012,-1.872381,-0.700423
887.250000,-1.876653,-0.703004
887.299988,-1.880967,-0.705543
887.349976,-1.885297,-0.708037
887.400024,-1.889659,-0.710495
887.450012,-1.894026,-0.712922
887.500000,-1.898415,-0.715320
887.550049,-1.902815,-0.717693
887.599976,-1.907229,-0.720047
887.649963,-1.911647,-0.722385
887.699951,-1.916072,-0.724715
887.749939,-1.920496,-0.727039
887.799988,-1.924927,-0.729364
887.849976,-1.929348,-0.731690
887.899963,-1.933772,-0.734030
887.950012,-1.938182,-0.736382
888.000000,-1.942592,-0.738744
888.049988,-1.946981,-0.741130
888.099976,-1.951359,-0.743544
888.149963,-1.955726,-0.745998
888.200012,-1.960059,-0.748473
888.250000,-1.964379,-0.750994
888.299988,-1.968673,-0.753559
888.350037,-1.972937,-0.756177
888.400024,-1.977175,-0.758844
888.450012,-1.981362,-0.761558
888.500000,-1.985524,-0.764343
888.549927,-1.989632,-0.767190
888.599976,-1.993697,-0.770092
888.649963,-1.997717,-0.773075
888.699951,-2.001705,-0.776109
888.750000,-2.005592,-0.779240
888.799988,-2.009436,-0.782445
888.849976,-2.013212,-0.785706
888.899963,-2.016915,-0.789070
888.949951,-2.020543,-0.792526
889.000000,-2.024069,-0.796051
889.049988,-2.027535,-0.799676
889.099976,-2.030882,-0.803371
889.150024,-2.034141,-0.807166
889.200012,-2.037308,-0.811055
889.250000,-2.040348,-0.815025
889.299988,-2.043268,-0.819084
889.349976,-2.046040,-0.823204
889.400024,-2.048737,-0.827483
889.450012,-2.051238,-0.831808
889.500000,-2.053612,-0.836162
889.550049,-2.055827,-0.840711
889.599976,-2.057910,-0.845180
889.649963,-2.059873,-0.849848
889.699951,-2.061690,-0.854452
889.749939,-2.063325,-0.859228
889.799988,-2.064773,-0.863960
889.849976,-2.066022,-0.868859
889.899963,-2.067070,-0.873721
889.950012,-2.067940,-0.878673
890.000000,-2.068617,-0.883563
890.049988,-2.069088,-0.888600
890.099976,-2.069360,-0.893534
890.149963,-2.069433,-0.898605
890.200012,-2.069294,-0.903548
890.250000,-2.068938,-0.908584
890.299988,-2.068375,-0.913531
890.350037,-2.067581,-0.918491
890.400024,-2.066585,-0.923350
890.450012,-2.065347,-0.928259
890.500000,-2.063944,-0.932995
890.549927,-2.062288,-0.937754
890.599976,-2.060447,-0.942378
890.649963,-2.058350,-0.946945
890.699951,-2.056035,-0.951395
890.750000,-2.053547,-0.955714
890.799988,-2.050812,-0.959953
890.849976,-2.047954,-0.963971
890.899963,-2.044828,-0.967961
890.949951,-2.041580,-0.971685
891.000000,-2.038113,-0.975307
891.049988,-2.034491,-0.978756
891.099976,-2.030736,-0.982026
891.150024,-2.026745,-0.985133
891.200012,-2.022686,-0.988013
891.250000,-2.018455,-0.990692
891.299988,-2.014126,-0.993129
891.349976,-2.009615,-0.995385
891.400024,-2.005089,-0.997396
891.450012,-2.000398,-0.999212
891.500000,-1.995652,-1.000766
891.550049,-1.990831,-1.002082
891.599976,-1.985963,-1.003160
891.649963,-1.980960,-1.003981
891.699951,-1.976012,-1.004545
891.749939,-1.971010,-1.004868
891.799988,-1.966022,-1.004940
891.849976,-1.961026,-1.004758
891.899963,-1.956058,-1.004329
891.950012,-1.951098,-1.003659
892.000000,-1.946192,-1.002733
892.049988,-1.941304,-1.001538
892.099976,-1.936531,-1.000136
892.149963,-1.931814,-0.998532
892.200012,-1.927168,-0.996693
892.250000,-1.922583,-0.994592
892.299988,-1.918159,-0.992284
892.350037,-1.913859,-0.989789
892.400024,-1.909464,-0.987015
892.450012,-1.905494,-0.984370
892.500000,-1.901441,-0.981152
892.549927,-1.897755,-0.977993
892.599976,-1.894028,-0.974512
892.649963,-1.890610,-0.971000
892.699951,-1.887229,-0.967191
892.750000,-1.884129,-0.963326
892.799988,-1.881122,-0.959306
892.849976,-1.878361,-0.955178
892.899963,-1.875701,-0.950920
892.949951,-1.873255,-0.946535
893.000000,-1.871003,-0.942090
893.049988,-1.868926,-0.937491
893.099976,-1.867046,-0.932917
893.150024,-1.865322,-0.928176
893.200012,-1.863816,-0.923432
893.250000,-1.862486,-0.918585
893.299988,-1.861335,-0.913755
893.349976,-1.860355,-0.908820
893.400024,-1.859572,-0.903902
893.450012,-1.858959,-0.898947
893.500000,-1.858517,-0.893955
893.550049,-1.858250,-0.888986
893.599976,-1.858148,-0.883971
893.649963,-1.858207,-0.878973
893.699951,-1.858428,-0.873958
893.749939,-1.858805,-0.869001
893.799988,-1.859338,-0.864001
893.849976,-1.860008,-0.859059
893.899963,-1.860818,-0.854125
893.950012,-1.861765,-0.849215
894.000000,-1.862849,-0.844324
894.049988,-1.864098,-0.839457
894.099976,-1.865414,-0.834661
894.149963,-1.866849,-0.829862
894.200012,-1.868394,-0.825118
894.250000,-1.870055,-0.820395
894.299988,-1.871809,-0.815733
894.350037,-1.873679,-0.811072
894.400024,-1.875616,-0.806466
894.450012,-1.877640,-0.801910
894.500000,-1.879739,-0.797360
894.549927,-1.881931,-0.792873
894.599976,-1.884196,-0.788401
894.649963,-1.886505,-0.783977
894.699951,-1.888888,-0.779568
894.750000,-1.891320,-0.775212
894.799988,-1.893808,-0.770874
894.849976,-1.896345,-0.766568
894.899963,-1.898919,-0.762283
894.949951,-1.901538,-0.758017
895.000000,-1.904181,-0.753772
895.049988,-1.906851,-0.749549
895.099976,-1.909543,-0.745333
895.150024,-1.912254,-0.741133
895.200012,-1.914980,-0.736942
895.250000,-1.917717,-0.732756
895.299988,-1.920457,-0.728576
895.349976,-1.923200,-0.724395
895.400024,-1.925940,-0.720213
895.450012,-1.928673,-0.716025
895.500000,-1.931393,-0.711832
895.550049,-1.934098,-0.707622
895.599976,-1.936779,-0.703404
895.649963,-1.939439,-0.699185
895.699951,-1.942083,-0.694920
895.749939,-1.944670,-0.690653
895.799988,-1.947230,-0.686344
895.849976,-1.949739,-0.682029
895.899963,-1.952205,-0.677664
895.950012,-1.954618,-0.673290
896.000000,-1.956971,-0.668880
896.049988,-1.959265,-0.664432
896.099976,-1.961488,-0.659964
896.149963,-1.963648,-0.655457
896.200012,-1.965693,-0.650879
896.250000,-1.967686,-0.646310
896.299988,-1.969578,-0.641659
896.350037,-1.971387,-0.637006
896.400024,-1.973102,-0.632314
896.450012,-1.974710,-0.627553
896.500000,-1.976205,-0.622811
896.549927,-1.977602,-0.617981
896.599976,-1.978861,-0.613176
896.649963,-1.980021,-0.608287
896.699951,-1.981036,-0.603395
896.750000,-1.981920,-0.598481
896.799988,-1.982668,-0.593548
896.849976,-1.983275,-0.588578
896.899963,-1.983731,-0.583570
896.949951,-1.984033,-0.578604
897.000000,-1.984182,-0.573587
897.049988,-1.984169,-0.568621
897.099976,-1.983988,-0.563597
897.150024,-1.983642,-0.558626
897.200012,-1.983121,-0.553668
897.250000,-1.982419,-0.548695
897.299988,-1.981541,-0.543751
897.349976,-1.980496,-0.538904
897.400024,-1.979249,-0.534000
897.450012,-1.977836,-0.529256
897.500000,-1.976235,-0.524493
897.550049,-1.974427,-0.519840
897.599976,-1.972422,-0.515227
897.649963,-1.970251,-0.510738
897.699951,-1.967905,-0.506306
897.749939,-1.965376,-0.502008
897.799988,-1.962669,-0.497803
897.849976,-1.959795,-0.493722
897.899963,-1.956749,-0.489772
897.950012,-1.953499,-0.485940
898.000000,-1.950209,-0.482202
898.049988,-1.946615,-0.478680
898.099976,-1.942988,-0.475325
898.149963,-1.939054,-0.472088
898.200012,-1.935092,-0.469130
898.250000,-1.930915,-0.466306
898.299988,-1.926592,-0.463730
898.350037,-1.922240,-0.461313
898.400024,-1.917732,-0.459118
898.450012,-1.913175,-0.457145
898.500000,-1.908411,-0.455432
898.549927,-1.903720,-0.453947
898.599976,-1.898802,-0.452664
898.649963,-1.894002,-0.451640
898.699951,-1.888986,-0.450950
898.750000,-1.884070,-0.450394
898.799988,-1.879025,-0.450082
898.849976,-1.874067,-0.450017
898.899963,-1.869034,-0.450203
898.949951,-1.864092,-0.450631
899.000000,-1.859123,-0.451310
899.049988,-1.854239,-0.452224
899.099976,-1.849341,-0.453408
899.150024,-1.844578,-0.454820
899.200012,-1.839833,-0.456470
899.250000,-1.835170,-0.458337
899.299988,-1.830634,-0.460418
899.349976,-1.826210,-0.462821
899.400024,-1.821923,-0.465375
899.450012,-1.817743,-0.468105
899.500000,-1.813724,-0.471097
899.550049,-1.809876,-0.474274
899.599976,-1.806161,-0.477662
899.649963,-1.802646,-0.481188
899.699951,-1.799289,-0.484886
899.749939,-1.796100,-0.488761
899.799988,-1.793131,-0.492776
899.849976,-1.790319,-0.496885
899.899963,-1.787687,-0.501155
899.950012,-1.785324,-0.505574
900.000000,-1.783137,-0.510058
900.049988,-1.781149,-0.514637
900.099976,-1.779361,-0.519319
900.149963,-1.777818,-0.524051
900.200012,-1.776495,-0.528881
900.250000,-1.775384,-0.533765
900.299988,-1.774481,-0.538707
900.350037,-1.773804,-0.543652
900.400024,-1.773334,-0.548644
900.450012,-1.773075,-0.553610
900.500000,-1.773025,-0.558641
900.549927,-1.773190,-0.563644
900.599976,-1.773562,-0.568628
900.649963,-1.774125,-0.573593
900.699951,-1.774894,-0.578519
900.750000,-1.775851,-0.583428
900.799988,-1.777005,-0.588305
900.849976,-1.778323,-0.593094
900.899963,-1.779854,-0.597908
900.949951,-1.781504,-0.602574
901.000000,-1.783388,-0.607240
901.049988,-1.785388,-0.611817
901.099976,-1.787591,-0.616328
901.150024,-1.789899,-0.620736
901.200012,-1.792351,-0.625113
901.250000,-1.794961,-0.629383
901.299988,-1.797700,-0.633543
901.349976,-1.800572,-0.637644
901.400024,-1.803555,-0.641645
901.450012,-1.806629,-0.645591
901.500000,-1.809847,-0.649417
901.550049,-1.813149,-0.653173
901.599976,-1.816509,-0.656790
901.649963,-1.820018,-0.660517
901.699951,-1.823519,-0.663955
901.749939,-1.827247,-0.667403
901.799988,-1.830933,-0.670691
901.849976,-1.834776,-0.673964
901.899963,-1.838618,-0.677116
901.950012,-1.842563,-0.680216
902.000000,-1.846539,-0.683229
902.049988,-1.850589,-0.686176
902.099976,-1.854678,-0.689054
902.149963,-1.858822,-0.691864
902.200012,-1.862991,-0.694606
902.250000,-1.867200,-0.697308
902.299988,-1.871444,-0.699942
902.350037,-1.875736,-0.702536
902.400024,-1.880032,-0.705075
902.450012,-1.884355,-0.707583
902.500000,-1.888707,-0.710047
902.549927,-1.893074,-0.712479
902.599976,-1.897464,-0.714883
902.649963,-1.901857,-0.717261
902.699951,-1.906267,-0.719621
902.750000,-1.910683,-0.721964
902.799988,-1.915109,-0.724289
902.849976,-1.919538,-0.726610
902.899963,-1.923966,-0.728934
902.949951,-1.928391,-0.731262
903.000000,-1.932812,-0.733597
903.049988,-1.937228,-0.735944
903.099976,-1.941638,-0.738305
903.150024,-1.946033,-0.740691
903.200012,-1.950412,-0.743102
903.250000,-1.954774,-0.745542
903.299988,-1.959123,-0.748017
903.349976,-1.963441,-0.750529
903.400024,-1.967741,-0.753085
903.450012,-1.972007,-0.755686
903.500000,-1.976259,-0.758334
903.550049,-1.980455,-0.761038
903.599976,-1.984626,-0.763797
903.649963,-1.988750,-0.766641
903.699951,-1.992819,-0.769524
903.749939,-1.996850,-0.772499
903.799988,-2.000824,-0.775524
903.849976,-2.004740,-0.778645
903.899963,-2.008580,-0.781813
903.950012,-2.012388,-0.785090
904.000000,-2.016084,-0.788428
904.049988,-2.019747,-0.791881
904.099976,-2.023290,-0.795363
904.149963,-2.026772,-0.798981
904.200012,-2.030133,-0.802654
904.250000,-2.033435,-0.806451
904.299988,-2.036591,-0.810280
904.350037,-2.039688,-0.814244
904.400024,-2.042626,-0.818271
904.450012,-2.045462,-0.822401
904.500000,-2.048174,-0.826626
904.549927,-2.050721,-0.830896
904.599976,-2.053171,-0.835293
904.649963,-2.055448,-0.839718
