Graph2
Time (Seconds),Data (Meters),Data0 (Meters)
904.699951,-2.057578,-0.844262
904.750000,-2.059549,-0.848814
904.799988,-2.061362,-0.853507
904.849976,-2.062987,-0.858226
904.899963,-2.064428,-0.862979
904.949951,-2.065723,-0.867851
905.000000,-2.066818,-0.872701
905.049988,-2.067738,-0.877623
905.099976,-2.068455,-0.882590
905.150024,-2.068975,-0.887546
905.200012,-2.069295,-0.892561
905.250000,-2.069406,-0.897527
905.299988,-2.069312,-0.902563
905.349976,-2.069011,-0.907533
905.400024,-2.068489,-0.912538
905.450012,-2.067753,-0.917464
905.500000,-2.066789,-0.922386
905.550049,-2.065612,-0.927229
905.599976,-2.064234,-0.932052
905.649963,-2.062657,-0.936773
905.699951,-2.060826,-0.941446
905.749939,-2.058827,-0.946014
905.799988,-2.056595,-0.950473
905.849976,-2.054092,-0.954871
905.899963,-2.051460,-0.959059
905.950012,-2.048668,-0.963266
906.000000,-2.045677,-0.967179
906.049988,-2.042400,-0.971099
906.099976,-2.039029,-0.974711
906.149963,-2.035459,-0.978208
906.200012,-2.031716,-0.981513
906.250000,-2.027847,-0.984623
906.299988,-2.023786,-0.987561
906.350037,-2.019584,-0.990295
906.400024,-2.015268,-0.992822
906.450012,-2.010808,-0.995100
906.500000,-2.006239,-0.997148
906.549927,-2.001627,-0.998990
906.599976,-1.996852,-1.000541
906.649963,-1.992041,-1.001878
906.699951,-1.987142,-1.002999
906.750000,-1.982237,-1.003860
906.799988,-1.977273,-1.004478
906.849976,-1.972315,-1.004845
906.899963,-1.967300,-1.004965
906.949951,-1.962296,-1.004839
907.000000,-1.957308,-1.004465
907.049988,-1.952378,-1.003843
907.099976,-1.947468,-1.002971
907.150024,-1.942572,-1.001848
907.200012,-1.937775,-1.000509
907.250000,-1.933004,-0.998901
907.299988,-1.928360,-0.997096
907.349976,-1.923742,-0.995054
907.400024,-1.919339,-0.992830
907.450012,-1.914960,-0.990327
907.500000,-1.910762,-0.987721
907.550049,-1.906898,-0.984656
907.599976,-1.902858,-0.981587
907.649963,-1.899055,-0.978386
907.699951,-1.895362,-0.974957
907.749939,-1.891839,-0.971464
907.799988,-1.888446,-0.967718
907.849976,-1.885315,-0.963873
907.899963,-1.882301,-0.959847
907.950012,-1.879502,-0.955726
908.000000,-1.876834,-0.951465
908.049988,-1.874369,-0.947145
908.099976,-1.872063,-0.942702
908.149963,-1.869950,-0.938172
908.200012,-1.867994,-0.933522
908.250000,-1.866266,-0.928902
908.299988,-1.864699,-0.924128
908.350037,-1.863325,-0.919331
908.400024,-1.862139,-0.914499
908.450012,-1.861121,-0.909589
908.500000,-1.860296,-0.904673
908.549927,-1.859647,-0.899698
908.599976,-1.859170,-0.894732
908.649963,-1.858867,-0.889739
908.699951,-1.858731,-0.884727
908.750000,-1.858757,-0.879738
908.799988,-1.858944,-0.874740
908.849976,-1.859285,-0.869770
908.899963,-1.859781,-0.864789
908.949951,-1.860422,-0.859823
909.000000,-1.861205,-0.854887
909.049988,-1.862121,-0.849973
909.099976,-1.863168,-0.845092
909.150024,-1.864349,-0.840237
909.200012,-1.865659,-0.835415
909.250000,-1.867070,-0.830620
909.299988,-1.868591,-0.825866
909.349976,-1.870232,-0.821139
909.400024,-1.871976,-0.816449
909.450012,-1.873811,-0.811808
909.500000,-1.875740,-0.807182
909.550049,-1.877741,-0.802624
909.599976,-1.879841,-0.798075
909.649963,-1.881996,-0.793586
909.699951,-1.884246,-0.789100
909.749939,-1.886570,-0.784678
909.799988,-1.888934,-0.780275
909.849976,-1.891358,-0.775904
909.899963,-1.893837,-0.771560
909.950012,-1.896357,-0.767247
910.000000,-1.898921,-0.762957
910.049988,-1.901526,-0.758689
910.099976,-1.904165,-0.754446
910.149963,-1.906831,-0.750213
910.200012,-1.909517,-0.745999
910.250000,-1.912224,-0.741795
910.299988,-1.914946,-0.737603
910.350037,-1.917680,-0.733417
910.400024,-1.920420,-0.729235
910.450012,-1.923162,-0.725055
910.500000,-1.925902,-0.720873
910.549927,-1.928635,-0.716687
910.599976,-1.931357,-0.712493
910.649963,-1.934064,-0.708290
910.699951,-1.936751,-0.704073
910.750000,-1.939416,-0.699844
910.799988,-1.942051,-0.695593
910.849976,-1.944650,-0.691324
910.899963,-1.947216,-0.687030
910.949951,-1.949740,-0.682719
911.000000,-1.952214,-0.678362
911.049988,-1.954635,-0.674003
911.099976,-1.957003,-0.669587
911.150024,-1.959310,-0.665160
911.200012,-1.961550,-0.660681
911.250000,-1.963714,-0.656176
911.299988,-1.965807,-0.651629
911.349976,-1.967825,-0.647069
911.400024,-1.969756,-0.642445
911.450012,-1.971587,-0.637796
911.500000,-1.973332,-0.633113
911.550049,-1.974978,-0.628385
911.599976,-1.976517,-0.623622
911.649963,-1.977934,-0.618827
911.699951,-1.979232,-0.613977
911.749939,-1.980405,-0.609139
911.799988,-1.981463,-0.604243
911.849976,-1.982382,-0.599343
911.899963,-1.983161,-0.594377
911.950012,-1.983796,-0.589444
912.000000,-1.984288,-0.584427
912.049988,-1.984623,-0.579475
912.099976,-1.984806,-0.574427
912.149963,-1.984826,-0.569454
912.200012,-1.984679,-0.564444
912.250000,-1.984365,-0.559473
912.299988,-1.983875,-0.554456
912.350037,-1.983219,-0.549540
912.400024,-1.982375,-0.544563
912.450012,-1.981398,-0.539690
912.500000,-1.980213,-0.534823
912.549927,-1.978823,-0.530023
912.599976,-1.977259,-0.525284
912.649963,-1.975510,-0.520598
912.699951,-1.973573,-0.515976
912.750000,-1.971449,-0.511436
912.799988,-1.969154,-0.507009
912.849976,-1.966605,-0.502656
912.899963,-1.963985,-0.498464
912.949951,-1.961114,-0.494335
913.000000,-1.958101,-0.490374
913.049988,-1.954901,-0.486486
913.099976,-1.951566,-0.482774
913.150024,-1.948024,-0.479205
913.200012,-1.944342,-0.475811
913.250000,-1.940515,-0.472590
913.299988,-1.936531,-0.469564
913.349976,-1.932383,-0.466709
913.400024,-1.928144,-0.464095
913.450012,-1.923774,-0.461651
913.500000,-1.919335,-0.459420
913.550049,-1.914729,-0.457389
913.599976,-1.910079,-0.455602
913.649963,-1.905295,-0.454030
913.699951,-1.900479,-0.452694
913.749939,-1.895606,-0.451592
913.799988,-1.890642,-0.450731
913.849976,-1.885696,-0.450120
913.899963,-1.880673,-0.449759
913.950012,-1.875737,-0.449614
914.000000,-1.870656,-0.449742
914.049988,-1.865743,-0.450125
914.099976,-1.860677,-0.450766
914.149963,-1.855819,-0.451633
914.200012,-1.850899,-0.452754
914.250000,-1.846114,-0.454108
914.299988,-1.841349,-0.455730
914.350037,-1.836719,-0.457537
914.400024,-1.832178,-0.459602
914.450012,-1.827706,-0.461870
914.500000,-1.823405,-0.464390
914.549927,-1.819147,-0.467159
914.599976,-1.815116,-0.469999
914.649963,-1.811149,-0.473178
914.699951,-1.807456,-0.476429
914.750000,-1.803829,-0.479950
914.799988,-1.800445,-0.483580
914.849976,-1.797162,-0.487401
914.899963,-1.794075,-0.491348
914.949951,-1.791238,-0.495417
915.000000,-1.788581,-0.499674
915.049988,-1.786130,-0.504037
915.099976,-1.783870,-0.508515
915.150024,-1.781836,-0.513065
915.200012,-1.780016,-0.517773
915.250000,-1.778419,-0.522464
915.299988,-1.777017,-0.527305
915.349976,-1.775850,-0.532151
915.400024,-1.774905,-0.537061
915.450012,-1.774174,-0.542015
915.500000,-1.773659,-0.547014
915.550049,-1.773360,-0.551973
915.599976,-1.773270,-0.557024
915.649963,-1.773384,-0.561992
915.699951,-1.773708,-0.567011
915.749939,-1.774234,-0.571960
915.799988,-1.774955,-0.576916
915.849976,-1.775873,-0.581860
915.899963,-1.776984,-0.586690
915.950012,-1.778283,-0.591540
916.000000,-1.779748,-0.596305
916.049988,-1.781410,-0.601037
916.099976,-1.783183,-0.605708
916.149963,-1.785152,-0.610276
916.200012,-1.787310,-0.614825
916.250000,-1.789585,-0.619247
916.299988,-1.792020,-0.623637
916.350037,-1.794595,-0.627916
916.400024,-1.797341,-0.632140
916.450012,-1.800245,-0.636130
916.500000,-1.803245,-0.640216
916.549927,-1.806293,-0.644128
916.599976,-1.809497,-0.648012
916.649963,-1.812775,-0.651767
916.699951,-1.816143,-0.655457
916.750000,-1.819641,-0.659061
916.799988,-1.823192,-0.662562
916.849976,-1.826833,-0.665997
916.899963,-1.830548,-0.669340
916.949951,-1.834343,-0.672598
917.000000,-1.838198,-0.675789
917.049988,-1.842107,-0.678893
917.099976,-1.846098,-0.681927
917.150024,-1.850115,-0.684872
917.200012,-1.854211,-0.687771
917.250000,-1.858313,-0.690596
917.299988,-1.862480,-0.693384
917.349976,-1.866677,-0.696091
917.400024,-1.870933,-0.698745
917.450012,-1.875194,-0.701339
917.500000,-1.879498,-0.703896
917.550049,-1.883816,-0.706404
917.599976,-1.888163,-0.708879
917.649963,-1.892538,-0.711309
917.699951,-1.896920,-0.713715
917.749939,-1.901316,-0.716095
917.799988,-1.905722,-0.718458
917.849976,-1.910137,-0.720804
917.899963,-1.914560,-0.723138
917.950012,-1.918985,-0.725464
918.000000,-1.923411,-0.727788
918.049988,-1.927837,-0.730115
918.099976,-1.932259,-0.732447
918.149963,-1.936678,-0.734791
918.200012,-1.941092,-0.737146
918.250000,-1.945485,-0.739527
918.299988,-1.949869,-0.741929
918.350037,-1.954235,-0.744367
918.400024,-1.958585,-0.746834
918.450012,-1.962909,-0.749334
918.500000,-1.967213,-0.751882
918.549927,-1.971489,-0.754470
918.599976,-1.975751,-0.757127
918.649963,-1.979944,-0.759757
918.699951,-1.984160,-0.762538
918.750000,-1.988267,-0.765333
918.799988,-1.992382,-0.768226
918.849976,-1.996406,-0.771156
918.899963,-2.000414,-0.774190
918.949951,-2.004324,-0.777261
919.000000,-2.008209,-0.780438
919.049988,-2.012009,-0.783674
919.099976,-2.015739,-0.787017
919.150024,-2.019389,-0.790415
919.200012,-2.022975,-0.793921
919.250000,-2.026451,-0.797487
919.299988,-2.029867,-0.801146
919.349976,-2.033169,-0.804899
919.400024,-2.036370,-0.808734
919.450012,-2.039486,-0.812673
919.500000,-2.042448,-0.816688
919.550049,-2.045311,-0.820808
919.599976,-2.048037,-0.824974
919.649963,-2.050651,-0.829254
919.699951,-2.053094,-0.833623
919.749939,-2.055396,-0.838059
919.799988,-2.057553,-0.842538
919.849976,-2.059573,-0.847118
919.899963,-2.061414,-0.851780
919.950012,-2.063091,-0.856480
920.000000,-2.064604,-0.861242
920.049988,-2.065947,-0.866061
920.099976,-2.067087,-0.870969
920.149963,-2.068041,-0.875826
920.200012,-2.068818,-0.880804
920.250000,-2.069392,-0.885761
920.299988,-2.069758,-0.890760
920.350037,-2.069917,-0.895727
920.400024,-2.069867,-0.900760
920.450012,-2.069602,-0.905715
920.500000,-2.069121,-0.910698
920.549927,-2.068421,-0.915655
920.599976,-2.067524,-0.920568
920.649963,-2.066397,-0.925448
920.699951,-2.065079,-0.930242
920.750000,-2.063497,-0.935035
920.799988,-2.061745,-0.939669
920.849976,-2.059770,-0.944290
920.899963,-2.057564,-0.948757
920.949951,-2.055161,-0.953155
921.000000,-2.052558,-0.957401
921.049988,-2.049647,-0.961604
921.099976,-2.046767,-0.965542
921.150024,-2.043505,-0.969453
921.200012,-2.040178,-0.973070
921.250000,-2.036612,-0.976690
921.299988,-2.032906,-0.979980
921.349976,-2.028996,-0.983139
921.400024,-2.025029,-0.986101
921.450012,-2.020779,-0.988876
921.500000,-2.016544,-0.991404
921.550049,-2.012097,-0.993744
921.599976,-2.007575,-0.995857
921.649963,-2.002905,-0.997749
921.699951,-1.998242,-0.999394
921.749939,-1.993418,-1.000828
921.799988,-1.988598,-1.002019
921.849976,-1.983672,-1.002970
921.899963,-1.978700,-1.003653
921.950012,-1.973707,-1.004083
922.000000,-1.968697,-1.004270
922.049988,-1.963712,-1.004204
922.099976,-1.958713,-1.003889
922.149963,-1.953744,-1.003333
922.200012,-1.948840,-1.002531
922.250000,-1.943906,-1.001457
922.299988,-1.939131,-1.000160
922.350037,-1.934286,-0.998603
922.400024,-1.929672,-0.996883
922.450012,-1.925048,-0.994886
922.500000,-1.920563,-0.992728
922.549927,-1.916150,-0.990296
922.599976,-1.911935,-0.987711
922.649963,-1.907777,-0.984912
922.699951,-1.903798,-0.981895
922.750000,-1.899947,-0.978742
922.799988,-1.896179,-0.975357
922.849976,-1.892673,-0.971872
922.899963,-1.889250,-0.968131
922.949951,-1.886034,-0.964382
923.000000,-1.882947,-0.960403
923.049988,-1.880087,-0.956317
923.099976,-1.877017,-0.952271
923.150024,-1.874509,-0.948048
923.200012,-1.872157,-0.943604
923.250000,-1.870006,-0.939106
923.299988,-1.868018,-0.934522
923.349976,-1.866225,-0.929828
923.400024,-1.864636,-0.925115
923.450012,-1.863200,-0.920274
923.500000,-1.861971,-0.915442
923.550049,-1.860915,-0.910553
923.599976,-1.860051,-0.905628
923.649963,-1.859354,-0.900661
923.699951,-1.858835,-0.895696
923.749939,-1.858493,-0.890715
923.799988,-1.858317,-0.885713
923.849976,-1.858305,-0.880707
923.899963,-1.858455,-0.875736
923.950012,-1.858760,-0.870718
924.000000,-1.859217,-0.865784
924.049988,-1.859834,-0.860762
924.099976,-1.860576,-0.855873
924.149963,-1.861471,-0.850917
924.200012,-1.862491,-0.846055
924.250000,-1.863655,-0.841150
924.299988,-1.864932,-0.836344
924.350037,-1.866325,-0.831518
924.400024,-1.867814,-0.826790
924.450012,-1.869444,-0.822005
924.500000,-1.871149,-0.817353
924.549927,-1.872984,-0.812645
924.599976,-1.874876,-0.808067
924.649963,-1.876878,-0.803457
924.699951,-1.878941,-0.798919
924.750000,-1.881093,-0.794417
924.799988,-1.883326,-0.789931
924.849976,-1.885617,-0.785483
924.899963,-1.887976,-0.781066
924.949951,-1.890383,-0.776701
925.000000,-1.892843,-0.772352
925.049988,-1.895357,-0.768015
925.099976,-1.897906,-0.763726
925.150024,-1.900501,-0.759446
925.200012,-1.903140,-0.755184
925.250000,-1.905792,-0.750958
925.299988,-1.908476,-0.746742
925.349976,-1.911187,-0.742527
925.400024,-1.913900,-0.738342
925.450012,-1.916635,-0.734152
925.500000,-1.919379,-0.729965
925.550049,-1.922116,-0.725793
925.599976,-1.924865,-0.721601
925.649963,-1.927593,-0.717425
925.699951,-1.930324,-0.713231
925.749939,-1.933035,-0.709028
925.799988,-1.935723,-0.704824
925.849976,-1.938400,-0.700584
925.899963,-1.941035,-0.696350
925.950012,-1.943656,-0.692078
926.000000,-1.946220,-0.687795
926.049988,-1.948759,-0.683477
926.099976,-1.951242,-0.679147
926.149963,-1.953673,-0.674771
926.200012,-1.956050,-0.670370
926.250000,-1.958367,-0.665944
926.299988,-1.960620,-0.661483
926.350037,-1.962802,-0.656974
926.400024,-1.964920,-0.652439
926.450012,-1.966943,-0.647882
926.500000,-1.968892,-0.643269
926.549927,-1.970746,-0.638636
926.599976,-1.972509,-0.633942
926.649963,-1.974172,-0.629250
926.699951,-1.975727,-0.624475
926.750000,-1.977154,-0.619720
926.799988,-1.978481,-0.614843
926.849976,-1.979667,-0.610030
926.899963,-1.980754,-0.605114
926.949951,-1.981697,-0.600227
927.000000,-1.982508,-0.595258
927.049988,-1.983169,-0.590342
927.099976,-1.983696,-0.585351
927.150024,-1.984070,-0.580375
927.200012,-1.984286,-0.575362
927.250000,-1.984341,-0.570361
927.299988,-1.984234,-0.565383
927.349976,-1.983957,-0.560355
927.400024,-1.983516,-0.555404
927.450012,-1.982901,-0.550431
927.500000,-1.982114,-0.545503
927.550049,-1.981133,-0.540583
927.599976,-1.979997,-0.535724
927.649963,-1.978642,-0.530885
927.699951,-1.977122,-0.526135
927.749939,-1.975415,-0.521455
927.799988,-1.973528,-0.516810
927.849976,-1.971457,-0.512249
927.899963,-1.969239,-0.507807
927.950012,-1.966817,-0.503446
928.000000,-1.964123,-0.499162
928.049988,-1.961346,-0.495082
928.099976,-1.958325,-0.491007
928.149963,-1.955175,-0.487145
928.200012,-1.951872,-0.483447
928.250000,-1.948391,-0.479828
928.299988,-1.944767,-0.476390
928.350037,-1.940959,-0.473127
928.400024,-1.936970,-0.470054
928.450012,-1.932885,-0.467182
928.500000,-1.928654,-0.464509
928.549927,-1.924360,-0.462031
928.599976,-1.919889,-0.459715
928.649963,-1.915368,-0.457657
928.699951,-1.910693,-0.455780
928.750000,-1.905951,-0.454201
928.799988,-1.901170,-0.452816
928.849976,-1.896279,-0.451661
928.899963,-1.891393,-0.450754
928.949951,-1.886419,-0.450091
929.000000,-1.881427,-0.449674
929.049988,-1.876475,-0.449505
929.099976,-1.871430,-0.449580
929.150024,-1.866465,-0.449903
929.200012,-1.861490,-0.450483
929.250000,-1.856547,-0.451297
929.299988,-1.851636,-0.452367
929.349976,-1.846841,-0.453660
929.400024,-1.842054,-0.455215
929.450012,-1.837396,-0.456994
929.500000,-1.832785,-0.459003
929.550049,-1.828366,-0.461160
929.599976,-1.823963,-0.463696
929.649963,-1.819755,-0.466369
929.699951,-1.815688,-0.469275
929.749939,-1.811732,-0.472352
929.799988,-1.807921,-0.475569
929.849976,-1.804274,-0.478971
929.899963,-1.800763,-0.482570
929.950012,-1.797490,-0.486322
930.000000,-1.794378,-0.490235
930.049988,-1.791470,-0.494288
930.099976,-1.788779,-0.498526
930.149963,-1.786302,-0.502835
930.200012,-1.783979,-0.507305
930.250000,-1.781895,-0.511762
930.299988,-1.779983,-0.516458
930.350037,-1.778321,-0.521160
930.400024,-1.776884,-0.525988
930.450012,-1.775684,-0.530839
930.500000,-1.774687,-0.535754
930.549927,-1.773905,-0.540689
930.599976,-1.773343,-0.545662
930.649963,-1.772999,-0.550648
930.699951,-1.772865,-0.555621
930.750000,-1.772940,-0.560640
930.799988,-1.773218,-0.565623
930.849976,-1.773703,-0.570596
930.899963,-1.774387,-0.575585
930.949951,-1.775265,-0.580478
931.000000,-1.776331,-0.585397
931.049988,-1.777584,-0.590218
931.099976,-1.779029,-0.594996
931.150024,-1.780653,-0.599743
931.200012,-1.782445,-0.604414
931.250000,-1.784379,-0.609019
931.299988,-1.786472,-0.613545
931.349976,-1.788673,-0.618052
931.400024,-1.791108,-0.622449
931.450012,-1.793617,-0.626732
931.500000,-1.796309,-0.630980
931.550049,-1.799097,-0.635104
931.599976,-1.802033,-0.639175
931.649963,-1.805048,-0.643145
931.699951,-1.808190,-0.647010
931.749939,-1.811440,-0.650825
931.799988,-1.814788,-0.654526
931.849976,-1.818269,-0.658161
931.899963,-1.821808,-0.661692
931.950012,-1.825423,-0.665131
932.000000,-1.829131,-0.668492
932.049988,-1.832891,-0.671763
932.099976,-1.836751,-0.674973
932.149963,-1.840634,-0.678086
932.200012,-1.844579,-0.681160
932.250000,-1.848604,-0.684142
932.299988,-1.852677,-0.687034
932.350037,-1.856792,-0.689891
932.400024,-1.860944,-0.692658
932.450012,-1.865151,-0.695381
932.500000,-1.869378,-0.698036
932.549927,-1.873641,-0.700651
932.599976,-1.877936,-0.703213
932.649963,-1.882255,-0.705733
932.699951,-1.886597,-0.708214
932.750000,-1.890959,-0.710659
932.799988,-1.895336,-0.713071
932.849976,-1.899730,-0.715458
932.899963,-1.904135,-0.717822
932.949951,-1.908548,-0.720171
933.000000,-1.912970,-0.722506
933.049988,-1.917395,-0.724835
933.099976,-1.921821,-0.727158
933.150024,-1.926248,-0.729483
933.200012,-1.930672,-0.731813
933.250000,-1.935091,-0.734152
933.299988,-1.939500,-0.736508
933.349976,-1.943902,-0.738882
933.400024,-1.948289,-0.741276
933.450012,-1.952665,-0.743700
933.500000,-1.957021,-0.746162
933.550049,-1.961348,-0.748653
933.599976,-1.965660,-0.751198
933.649963,-1.969929,-0.753774
933.699951,-1.974201,-0.756413
933.749939,-1.978411,-0.759097
933.799988,-1.982610,-0.761840
933.849976,-1.986739,-0.764631
933.899963,-1.990851,-0.767498
933.950012,-1.994888,-0.770421
934.000000,-1.998887,-0.773420
934.049988,-2.002826,-0.776501
934.099976,-2.006708,-0.779655
934.149963,-2.010511,-0.782890
934.200012,-2.014270,-0.786226
934.250000,-2.017917,-0.789607
934.299988,-2.021516,-0.793093
934.350037,-2.025044,-0.796590
934.400024,-2.028492,-0.800268
934.450012,-2.031805,-0.803988
934.500000,-2.035045,-0.807811
934.549927,-2.038178,-0.811692
934.599976,-2.041188,-0.815705
934.649963,-2.044063,-0.819789
934.699951,-2.046859,-0.823959
934.750000,-2.049471,-0.828206
934.799988,-2.051968,-0.832533
934.849976,-2.054305,-0.836942
934.899963,-2.056509,-0.841435
934.949951,-2.058546,-0.846015
935.000000,-2.060438,-0.850642
935.049988,-2.062168,-0.855336
935.099976,-2.063694,-0.860120
935.150024,-2.065075,-0.864913
935.200012,-2.066276,-0.869761
935.250000,-2.067269,-0.874684
935.299988,-2.068076,-0.879586
935.349976,-2.068681,-0.884585
935.400024,-2.069088,-0.889569
935.450012,-2.069291,-0.894555
935.500000,-2.069284,-0.899589
935.550049,-2.069141,-0.904522
935.599976,-2.068713,-0.909530
935.649963,-2.068072,-0.914496
935.699951,-2.067213,-0.919426
935.749939,-2.066131,-0.924322
935.799988,-2.064835,-0.929180
935.849976,-2.063336,-0.933926
935.899963,-2.061614,-0.938647
935.950012,-2.059690,-0.943229
936.000000,-2.057509,-0.947773
936.049988,-2.055159,-0.952165
936.099976,-2.052583,-0.956447
936.149963,-2.049810,-0.960606
936.200012,-2.046846,-0.964630
936.250000,-2.043736,-0.968517
936.299988,-2.040369,-0.972293
936.350037,-2.036878,-0.975836
936.400024,-2.033118,-0.979239
936.450012,-2.029325,-0.982410
936.500000,-2.025268,-0.985447
936.549927,-2.021172,-0.988223
936.599976,-2.016895,-0.990809
936.649963,-2.012527,-0.993216
936.699951,-2.008012,-0.995407
936.750000,-2.003397,-0.997355
936.799988,-1.998694,-0.999061
936.849976,-1.993865,-1.000518
936.899963,-1.989037,-1.001730
936.949951,-1.984128,-1.002715
937.000000,-1.979156,-1.003457
937.049988,-1.974216,-1.003934
937.099976,-1.969179,-1.004175
937.150024,-1.964225,-1.004157
937.200012,-1.959194,-1.003892
937.250000,-1.954259,-1.003374
937.299988,-1.949263,-1.002597
937.349976,-1.944356,-1.001606
937.400024,-1.939526,-1.000369
937.450012,-1.934715,-0.998785
937.500000,-1.930090,-0.997100
937.550049,-1.925414,-0.995149
937.599976,-1.920916,-0.993008
937.649963,-1.916513,-0.990675
937.699951,-1.912188,-0.988105
937.749939,-1.908074,-0.985374
937.799988,-1.903979,-0.982388
937.849976,-1.900144,-0.979267
937.899963,-1.896371,-0.975907
937.950012,-1.892806,-0.972449
938.000000,-1.889356,-0.968795
938.049988,-1.886107,-0.965005
938.099976,-1.883006,-0.961055
938.149963,-1.880085,-0.957027
938.200012,-1.877337,-0.952841
938.250000,-1.874768,-0.948574
938.299988,-1.872369,-0.944137
938.350037,-1.870173,-0.939668
938.400024,-1.868138,-0.935079
938.450012,-1.866310,-0.930441
938.500000,-1.864665,-0.925694
938.549927,-1.863209,-0.920929
938.599976,-1.861934,-0.916086
938.649963,-1.860855,-0.911189
938.699951,-1.859959,-0.906281
938.750000,-1.859234,-0.901325
938.799988,-1.858680,-0.896387
938.849976,-1.858297,-0.891346
938.899963,-1.858092,-0.886390
938.949951,-1.858049,-0.881370
939.000000,-1.858163,-0.876377
939.049988,-1.858438,-0.871377
939.099976,-1.858868,-0.866395
939.150024,-1.859444,-0.861417
939.200012,-1.860168,-0.856463
939.250000,-1.861033,-0.851549
939.299988,-1.862036,-0.846626
939.349976,-1.863163,-0.841766
939.400024,-1.864423,-0.836917
939.450012,-1.865794,-0.832107
939.500000,-1.867275,-0.827333
939.550049,-1.868868,-0.822586
939.599976,-1.870557,-0.817889
939.649963,-1.872351,-0.813223
939.699951,-1.874228,-0.808591
939.749939,-1.876210,-0.803996
939.799988,-1.878272,-0.799439
939.849976,-1.880414,-0.794919
939.899963,-1.882624,-0.790433
939.950012,-1.884901,-0.785979
940.000000,-1.887242,-0.781555
940.049988,-1.889649,-0.777163
940.099976,-1.892107,-0.772816
940.149963,-1.894598,-0.768481
940.200012,-1.897147,-0.764175
940.250000,-1.899726,-0.759897
940.299988,-1.902353,-0.755638
940.350037,-1.905007,-0.751403
940.400024,-1.907686,-0.747179
940.450012,-1.910386,-0.742970
940.500000,-1.913102,-0.738771
940.549927,-1.915832,-0.734584
940.599976,-1.918571,-0.730399
940.649963,-1.921314,-0.726219
940.699951,-1.924057,-0.722038
940.750000,-1.926795,-0.717855
940.799988,-1.929526,-0.713665
940.849976,-1.932241,-0.709468
940.899963,-1.934939,-0.705258
940.949951,-1.937613,-0.701030
941.000000,-1.940261,-0.696792
941.049988,-1.942878,-0.692526
941.099976,-1.945458,-0.688249
941.150024,-1.948007,-0.683944
941.200012,-1.950504,-0.679614
941.250000,-1.952953,-0.675253
941.299988,-1.955343,-0.670855
941.349976,-1.957666,-0.666435
941.400024,-1.959940,-0.661976
941.450012,-1.962137,-0.657489
941.500000,-1.964260,-0.652957
941.550049,-1.966303,-0.648398
941.599976,-1.968262,-0.643803
941.649963,-1.970134,-0.639159
941.699951,-1.971913,-0.634490
941.749939,-1.973589,-0.629783
941.799988,-1.975160,-0.625050
941.849976,-1.976629,-0.620257
941.899963,-1.977974,-0.615447
941.950012,-1.979204,-0.610593
942.000000,-1.980302,-0.605720
942.049988,-1.981275,-0.600826
942.099976,-1.982119,-0.595890
942.149963,-1.982815,-0.590914
942.200012,-1.983364,-0.585975
942.250000,-1.983769,-0.580976
942.299988,-1.984018,-0.576005
942.350037,-1.984108,-0.570994
942.400024,-1.984035,-0.566012
942.450012,-1.983794,-0.560998
942.500000,-1.983388,-0.556032
942.549927,-1.982813,-0.551051
942.599976,-1.982051,-0.546130
942.649963,-1.981111,-0.541186
942.699951,-1.979994,-0.536332
942.750000,-1.978725,-0.531497
942.799988,-1.977257,-0.526722
942.849976,-1.975590,-0.521992
942.899963,-1.973752,-0.517354
942.949951,-1.971687,-0.512777
943.000000,-1.969504,-0.508326
943.049988,-1.967064,-0.503909
943.099976,-1.964711,-0.499599
943.150024,-1.961901,-0.495359
943.200012,-1.958859,-0.491354
943.250000,-1.955790,-0.487501
943.299988,-1.952496,-0.483697
943.349976,-1.949057,-0.480080
943.400024,-1.945420,-0.476592
943.450012,-1.941663,-0.473325
943.500000,-1.937744,-0.470227
943.550049,-1.933673,-0.467293
943.599976,-1.929533,-0.464580
943.649963,-1.925185,-0.462022
943.699951,-1.920833,-0.459721
943.749939,-1.916280,-0.457588
943.799988,-1.911664,-0.455684
943.849976,-1.906955,-0.453984
943.899963,-1.902187,-0.452541
943.950012,-1.897287,-0.451318
944.000000,-1.892397,-0.450355
944.049988,-1.887448,-0.449639
944.099976,-1.882490,-0.449166
944.149963,-1.877468,-0.448944
944.200012,-1.872453,-0.448970
944.250000,-1.867468,-0.449243
944.299988,-1.862501,-0.449756
944.350037,-1.857555,-0.450519
944.400024,-1.852651,-0.451526
944.450012,-1.847791,-0.452795
944.500000,-1.843071,-0.454287
944.549927,-1.838314,-0.456048
944.599976,-1.833844,-0.458042
944.649963,-1.829302,-0.460373
944.699951,-1.825011,-0.462723
944.750000,-1.820680,-0.465399
944.799988,-1.816666,-0.468198
944.849976,-1.812625,-0.471299
944.899963,-1.808881,-0.474492
944.949951,-1.805216,-0.478018
945.000000,-1.801785,-0.481542
945.049988,-1.798437,-0.485328
945.099976,-1.795311,-0.489227
945.150024,-1.792376,-0.493242
945.200012,-1.789692,-0.497514
945.250000,-1.787158,-0.501797
945.299988,-1.784833,-0.506285
945.349976,-1.782741,-0.510757
945.400024,-1.780847,-0.515438
945.450012,-1.779166,-0.520090
945.500000,-1.777684,-0.524932
945.550049,-1.776437,-0.529700
945.599976,-1.775385,-0.534644
945.649963,-1.774577,-0.539519
945.699951,-1.773961,-0.544530
